"idnum","child_attend_kindergarten","povstatus","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1","c_neat_work_w3","c_curious_w3","c_interest_w3","f_youth_cor_w3","m_youth_cor_w3","f_quit_w4","m_quit_w4","father_fin_security_w234","mother_fin_security_w2345","hs_avg_score","child_edu_level","fparents_edustatus_w2345","mparents_edustatus_w2345"
2967,"no","low-income",5,5,"Just enough","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",26,26,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","No",3,"Completed high school","Neither parent attended college","Neither parent attended college"
2968,"yes","high-income",NA,9,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,26,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3,"Completed high school","Neither parent attended college","Neither parent attended college"
2969,"no","high-income",7,6,"Just enough","Just enough","Male","No","Neither parent attended college","black",NA,"Yes","No","No",20,26,NA,NA,"Very true or often true",NA,NA,NA,"no","No","Yes",3,"Completed high school","At least one parent attended college","Neither parent attended college"
2970,"yes","low-income",NA,2,NA,"Not enough","Male","No","At least one parent attended college","black","black",NA,"No",NA,26,NA,NA,NA,"Not true",NA,NA,NA,NA,NA,"No",3.75,"Completed high school",NA,"Neither parent attended college"
2971,"no","high-income",8,8,"Some","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",24,24,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3,"Some college, tech","At least one parent attended college","Neither parent attended college"
2972,"yes","high-income",NA,2,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",23,25,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.5,"Completed high school","Neither parent attended college","Neither parent attended college"
2973,NA,"high-income",8,9,"Some","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",24,44,NA,NA,"Not true",NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","Neither parent attended college"
2974,"yes","low-income",NA,NA,"Just enough","Not enough","Male","No","Neither parent attended college","black","black",NA,"No","No",22,28,NA,NA,"Not true",NA,"yes",NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","At least one parent attended college"
2975,"yes","high-income",NA,6,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",23,24,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",3,NA,"At least one parent attended college","At least one parent attended college"
2976,"yes","low-income",4,NA,"Some","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,22,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",2.25,"Completed high school","At least one parent attended college","Neither parent attended college"
2977,"yes","high-income",8,7,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",23,24,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Some college, tech","At least one parent attended college","Neither parent attended college"
2978,"yes","low-income",NA,NA,NA,NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,19,NA,"Very true or often true","Very true or often true","Not true",NA,NA,NA,NA,NA,"Yes",2.5,NA,NA,NA
2979,"yes","high-income",7,7,"Just enough","Some","Male","No","At least one parent attended college","hispanic","black",NA,"No","No",36,29,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",4,"Some college, tech","At least one parent attended college","At least one parent attended college"
2980,"yes","high-income",8,9,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",41,42,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",NA,NA,"At least one parent attended college","At least one parent attended college"
2981,"no","high-income",NA,9,"Not enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",20,23,NA,NA,"Not true","no",NA,NA,"no","Yes","Yes",2,NA,"At least one parent attended college","Neither parent attended college"
2982,"yes","low-income",2,3,"Just enough","Just enough","Female","No","Neither parent attended college","hispanic",NA,NA,"Yes","Yes",29,30,NA,NA,"Not true",NA,NA,NA,NA,NA,"No",2.75,"Some college, tech",NA,"Neither parent attended college"
2983,"yes","high-income",8,NA,"Just enough",NA,"Male","No","Neither parent attended college","black","black","Yes",NA,"No",23,24,NA,NA,NA,NA,NA,NA,NA,"No","No",2.25,"Completed high school","At least one parent attended college","Neither parent attended college"
2984,"no","high-income",2,7,"Not enough","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",19,20,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Neither parent attended college"
2985,"yes","low-income",6,NA,"Just enough","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",20,24,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","No",3,"Less than high school","Neither parent attended college","Neither parent attended college"
2986,"yes","high-income",9,9,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",27,29,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3.75,"Some college, tech","At least one parent attended college","At least one parent attended college"
2987,NA,"low-income",NA,NA,NA,NA,"Female","No","At least one parent attended college","black","black","Yes",NA,NA,29,NA,NA,NA,NA,NA,"no",NA,NA,NA,"Yes",NA,NA,NA,"Neither parent attended college"
2988,"yes","high-income",6,1,"Just enough","Just enough","Male","No","Neither parent attended college","black","hispanic","Yes","No","No",23,22,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"At least one parent attended college","Neither parent attended college"
2989,"yes","low-income",NA,2,"Just enough","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",23,26,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",3.25,"Some college, tech","Neither parent attended college","Neither parent attended college"
2990,"yes","high-income",NA,NA,"Just enough","Just enough","Female","Yes","Neither parent attended college","white","white","Yes","No","No",20,31,NA,NA,"Not true","no",NA,NA,NA,"Yes","Yes",2,NA,"Neither parent attended college","Neither parent attended college"
2991,NA,"low-income",2,1,"Some","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",18,19,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","Yes",2.5,"Less than high school","Neither parent attended college","Neither parent attended college"
2992,"yes","low-income",7,5,"Some",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",29,30,"Somewhat or sometimes true","Very true or often true","Not true",NA,NA,NA,NA,"Yes","No",2,NA,"Neither parent attended college","Neither parent attended college"
2993,"yes","high-income",6,NA,"Some",NA,"Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",23,26,"Somewhat or sometimes true","Somewhat or sometimes true","Not true",NA,NA,NA,NA,"No","Yes",3,"Some college, tech","Neither parent attended college","At least one parent attended college"
2994,"yes","low-income",1,1,"Some","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",21,22,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"No","Yes",2.75,"Completed high school","Neither parent attended college","Neither parent attended college"
2995,"yes","low-income",NA,1,NA,"Not enough","Female","No","Neither parent attended college","black","black","Yes","No",NA,20,NA,NA,NA,"Very true or often true","no",NA,NA,NA,"Yes","Yes",3,"Some college, tech","Neither parent attended college","Neither parent attended college"
2996,"yes","low-income",5,3,"Some",NA,"Male","No","Neither parent attended college","hispanic","hispanic","No","No","No",43,30,"Somewhat or sometimes true","Very true or often true","Not true",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Neither parent attended college"
2997,"no","high-income",8,6,"Not enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","No",28,32,NA,NA,"Very true or often true",NA,NA,NA,NA,"No","No",3.5,"Some college, tech","Neither parent attended college","Neither parent attended college"
2998,NA,"high-income",5,1,"Some","Just enough","Female","No","Neither parent attended college","hispanic","black","Yes","No","No",22,23,NA,NA,NA,NA,NA,NA,NA,"No","No",3.25,NA,"Neither parent attended college","Neither parent attended college"
2999,"yes","low-income",2,6,"Not enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",30,28,NA,NA,"Very true or often true",NA,NA,"no",NA,"Yes","No",2.5,"Completed high school","Neither parent attended college",NA
3000,"yes","low-income",5,3,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",21,23,NA,NA,"Not true",NA,NA,NA,NA,"No","Yes",2.5,"Some college, tech","Neither parent attended college","Neither parent attended college"
3001,"yes","high-income",5,1,"Just enough","Not enough","Male","Yes","Neither parent attended college","black","black",NA,"No","No",23,29,NA,NA,NA,NA,NA,NA,NA,"No","Yes",2.75,"Completed high school","Neither parent attended college",NA
3002,"yes","low-income",NA,5,NA,"Some","Female","No","At least one parent attended college","white","white",NA,"No",NA,22,NA,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",4,"Completed college/grad","At least one parent attended college","At least one parent attended college"
3003,"yes","low-income",3,3,"Just enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",26,24,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
3004,"yes","high-income",8,6,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",25,32,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",2.75,"Completed high school","At least one parent attended college","At least one parent attended college"
3005,"yes","high-income",9,8,"Some","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",22,22,NA,NA,"Not true",NA,NA,NA,NA,"No","No",NA,NA,"At least one parent attended college","Neither parent attended college"
3006,"yes","low-income",1,1,"Just enough","Just enough","Male","No","At least one parent attended college","white","white",NA,"No","No",25,27,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",4,"Some college, tech","At least one parent attended college","At least one parent attended college"
3007,NA,"high-income",8,NA,"Just enough","Some","Female","No","Neither parent attended college","black","black","Yes","No","No",20,22,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","Yes",3.66666666666667,"Some college, tech","Neither parent attended college","Neither parent attended college"
3008,"yes","low-income",1,NA,"Just enough","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",28,37,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",4,NA,"Neither parent attended college",NA
3009,"no","high-income",NA,6,"Just enough","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",26,38,NA,NA,"Not true",NA,NA,NA,"yes","Yes","Yes",2.75,"Completed high school","At least one parent attended college","Neither parent attended college"
3010,"no","low-income",NA,5,NA,"Some","Male","No","Neither parent attended college","hispanic","hispanic","No","No",NA,15,NA,NA,NA,"Not true",NA,NA,NA,"yes",NA,"Yes",3.5,"Completed high school",NA,"At least one parent attended college"
3011,"yes","low-income",4,NA,"Just enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,22,NA,NA,"Very true or often true","yes",NA,NA,NA,"Yes","Yes",2.75,"Completed high school","Neither parent attended college","Neither parent attended college"
3012,"no","low-income",NA,1,NA,"Some","Female","No","Neither parent attended college","black","black",NA,"No",NA,35,NA,NA,NA,"Not true",NA,NA,NA,"no",NA,"Yes",NA,NA,NA,"Neither parent attended college"
3013,"no","high-income",6,4,"Some","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",23,32,NA,NA,NA,NA,NA,NA,"no","No","No",NA,NA,"Neither parent attended college","At least one parent attended college"
3014,NA,"high-income",9,9,"Just enough","Some","Male","No","At least one parent attended college",NA,"black",NA,"No","No",35,37,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Neither parent attended college",NA
3015,"no","high-income",7,5,"Just enough","Some","Female","No","Neither parent attended college","white","hispanic",NA,"No","No",20,25,NA,NA,"Not true",NA,NA,NA,"no","No","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
3016,"yes","low-income",3,3,"Some","Just enough","Male","No","At least one parent attended college","white","hispanic",NA,"No","No",22,31,NA,NA,"Not true",NA,NA,NA,NA,"Yes","Yes",NA,NA,"Neither parent attended college","Neither parent attended college"
3017,"no","high-income",5,NA,"Just enough","Some","Female","No","Neither parent attended college","hispanic","black",NA,"No","No",19,22,NA,NA,"Not true",NA,NA,NA,NA,NA,"Yes",NA,"Less than high school",NA,"Neither parent attended college"
3018,"yes","high-income",8,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",24,25,NA,NA,"Not true",NA,NA,NA,NA,"No","No",3.25,"Some college, tech","Neither parent attended college","At least one parent attended college"
3019,"yes","high-income",6,7,"Just enough","Just enough","Female","No","At least one parent attended college","hispanic",NA,NA,"No","No",33,32,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",NA,NA,"At least one parent attended college","At least one parent attended college"
3020,"yes","high-income",9,8,"Some","Some","Female","No","At least one parent attended college","black","white",NA,"No","No",32,29,NA,NA,"Not true",NA,NA,NA,NA,"Yes","No",3.25,NA,"At least one parent attended college","At least one parent attended college"
3021,"no","low-income",NA,2,NA,"Some","Female","No","Neither parent attended college","black","black","Yes","No",NA,21,NA,NA,NA,"Not true",NA,NA,"no","no","Yes","Yes",3,NA,"At least one parent attended college","Neither parent attended college"
3022,"yes","low-income",3,2,"Some","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",19,31,NA,NA,"Somewhat or sometimes true",NA,NA,NA,NA,"Yes","Yes",2.5,NA,NA,"Neither parent attended college"
3023,"yes","low-income",NA,2,"Just enough","Not enough","Female","Yes","At least one parent attended college","black","black","No","No","No",22,25,NA,NA,"Not true",NA,NA,NA,NA,"No","No",NA,NA,"Neither parent attended college","Neither parent attended college"
