"idnum","father_mothly_pretax_inc_w1","mother_mothly_pretax_inc_w1","father_mothly_saved_inc_w1","mother_mothly_saved_inc_w1","child_gender_w1","father_in_jail_w1","parents_edustatus_w1","cm1ethrace_w1","cf1ethrace_w1","marry_w1","cm1span_w1","cf1span_w1","cm1age_w1","cf1age_w1"
"2850",NA,3,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",31,32
"2851",8,1,"Not enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic","Yes","No","No",20,29
"2852",NA,7,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,30,NA
"2853",NA,1,"Just enough",NA,"Male","Yes","Neither parent attended college","black","black",NA,"No","No",22,22
"2854",NA,4,NA,"Just enough","Female","No","At least one parent attended college",NA,NA,NA,"No",NA,33,NA
"2855",3,2,"Just enough",NA,"Male","No","Neither parent attended college","hispanic","hispanic",NA,NA,"Yes",31,33
"2856",NA,2,NA,"Just enough","Female","No","At least one parent attended college","black","black",NA,"No",NA,34,NA
"2857",NA,NA,"Just enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",27,41
"2858",1,NA,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","No","No","No",21,24
"2859",NA,1,"Some","Some","Female","No","Neither parent attended college","black",NA,NA,"No","No",23,29
"2860",4,3,"Just enough","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",19,19
"2861",NA,7,NA,"Not enough","Male","No","At least one parent attended college",NA,"black",NA,"No",NA,27,NA
"2862",2,2,"Some","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","Yes",20,24
"2863",6,4,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","No",20,22
"2864",5,NA,"Not enough",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",28,21
"2865",5,2,"Just enough","Some","Female","No","Neither parent attended college","black","black","Yes","No","No",18,29
"2866",7,2,"Just enough","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",26,25
"2867",7,7,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",25,26
"2868",7,8,"Some","Some","Male","Yes","At least one parent attended college","white","white",NA,"No","No",26,27
"2869",NA,2,NA,"Some","Female","No","Neither parent attended college",NA,"black","Yes","No",NA,34,NA
"2870",8,NA,"Just enough","Some","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",23,23
"2871",NA,6,NA,"Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No",NA,33,NA
"2872",6,NA,"Some","Some","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","No",25,26
"2873",1,3,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",19,18
"2874",NA,NA,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","black",NA,"No","No",26,27
"2875",1,NA,"Just enough","Just enough","Female","No","Neither parent attended college","black","black","No","No","No",28,33
"2876",9,3,"Some","Some","Female","No","Neither parent attended college","black","black",NA,"No","No",22,23
"2877",9,NA,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",19,25
"2878",NA,5,"Some","Some","Female","No","Neither parent attended college","black","hispanic",NA,"No","No",21,20
"2879",NA,2,NA,"Just enough","Female","No","At least one parent attended college","white","white",NA,"No",NA,19,NA
"2880",2,2,"Just enough",NA,"Male","No","Neither parent attended college","black","black",NA,"No","No",20,22
"2881",NA,9,NA,"Some","Male","No","At least one parent attended college","white","white",NA,"No",NA,34,NA
"2882",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,25,NA
"2883",NA,3,NA,"Not enough","Male","No","At least one parent attended college","white","white",NA,"No",NA,23,NA
"2884",7,6,"Some","Some","Female","No","At least one parent attended college","black","black",NA,"No","No",28,31
"2885",NA,2,NA,NA,"Male","No","Neither parent attended college",NA,"hispanic",NA,NA,NA,31,NA
"2886",NA,1,NA,NA,"Female",NA,"Neither parent attended college","hispanic","hispanic",NA,"Yes",NA,26,NA
"2887",7,7,"Some","Some","Female","No","Neither parent attended college","white","white",NA,"No","No",25,24
"2888",5,NA,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",32,43
"2889",2,8,"Some","Some","Male","No","At least one parent attended college","hispanic","black",NA,"No","No",37,39
"2890",NA,NA,"Some","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",21,28
"2891",7,NA,"Not enough","Some","Female","No","Neither parent attended college","hispanic","white",NA,"No","No",19,29
"2892",6,4,"Just enough","Just enough","Female","No","At least one parent attended college","black","black",NA,"No","No",26,29
"2893",NA,NA,"Some","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",18,15
"2894",9,3,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic","Yes","No","No",35,37
"2895",8,9,"Some","Some","Female","No","At least one parent attended college","white","white",NA,"No","No",39,37
"2896",3,2,"Not enough","Not enough","Female","No","At least one parent attended college","white","white",NA,"No","No",24,27
"2897",NA,4,"Some","Not enough","Female","No","At least one parent attended college","black","black","Yes","No","No",28,29
"2898",6,6,"Some","Just enough","Male","No","At least one parent attended college","black","black","Yes","No","No",28,29
"2899",NA,2,NA,"Just enough","Female","No","At least one parent attended college","black","black","No","No",NA,27,NA
"2900",NA,5,"Not enough","Just enough","Female","Yes","Neither parent attended college","black","black","No","No","No",18,18
"2901",5,4,"Not enough",NA,"Female","No","Neither parent attended college","black","black","Yes",NA,"No",24,26
"2902",NA,2,"Some","Some","Female","Yes","Neither parent attended college","black","black",NA,"No","No",23,20
"2903",1,2,"Some","Just enough","Female","No","Neither parent attended college","black","black","Yes","No","No",23,22
"2904",8,8,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",31,29
"2905",5,6,"Just enough","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",22,21
"2906",2,1,"Some",NA,"Female","No","Neither parent attended college","black","black","Yes",NA,"No",18,19
"2907",2,NA,"Not enough","Just enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"Yes","Yes",27,35
"2908",8,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",41,34
"2909",1,5,"Just enough","Not enough","Female","No","At least one parent attended college","black","black","Yes","No","No",24,45
"2910",4,3,"Just enough",NA,"Female","Yes","Neither parent attended college","black","black","Yes","No","No",18,21
"2911",8,7,"Just enough","Just enough","Female","No","Neither parent attended college",NA,NA,NA,"No","No",22,24
"2912",NA,NA,NA,"Not enough","Male","No","At least one parent attended college","black","black",NA,"No","No",33,35
"2913",8,8,"Some",NA,"Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","Yes",26,26
"2914",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","black","black","Yes","No",NA,16,NA
"2915",NA,2,"Just enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",31,31
"2916",NA,2,"Some",NA,"Male","Yes","Neither parent attended college","hispanic","black",NA,NA,"No",17,18
"2917",6,NA,"Some","Just enough","Male","No","Neither parent attended college","black","black","No","No","No",29,27
"2918",NA,NA,"Just enough",NA,"Male","No","Neither parent attended college","black","black","No",NA,"No",22,28
"2919",NA,8,"Some","Just enough","Male","No","Neither parent attended college","black","black","No","No","No",19,21
"2920",NA,5,NA,"Not enough","Female","No","Neither parent attended college","black","black",NA,"No",NA,15,NA
"2921",NA,2,"Some","Just enough","Female","Yes","Neither parent attended college","black","black","Yes","No","No",17,23
"2922",NA,1,"Just enough","Just enough","Male","No","At least one parent attended college","black","hispanic",NA,"No","No",20,18
"2923",8,NA,"Not enough","Some","Female","No","Neither parent attended college","white",NA,NA,"No","No",25,41
"2924",2,2,"Some",NA,"Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",24,27
"2925",5,NA,"Just enough","Just enough","Male","No","Neither parent attended college","black","black","Yes","No","No",20,25
"2926",2,5,"Some","Just enough","Female","No","Neither parent attended college","hispanic","black",NA,"Yes","No",22,25
"2927",6,2,"Not enough","Some","Female","No","At least one parent attended college","black","black","Yes","No","No",32,30
"2928",4,3,"Just enough","Just enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","Yes",20,24
"2929",1,2,"Not enough","Just enough","Male","Yes","Neither parent attended college","black","black","Yes","No","No",21,19
"2930",NA,NA,NA,NA,"Male","No","Neither parent attended college","black","black",NA,NA,NA,26,NA
"2931",1,NA,"Not enough","Some","Male","No","Neither parent attended college","hispanic",NA,NA,"Yes","Yes",21,24
"2932",9,9,"Some","Some","Female","No","At least one parent attended college",NA,NA,NA,"No","No",39,40
"2933",5,5,"Not enough","Just enough","Male","No","At least one parent attended college",NA,NA,NA,"No","No",23,29
"2934",NA,NA,NA,"Just enough","Female","No","At least one parent attended college","black",NA,NA,"No",NA,22,NA
"2935",NA,1,NA,"Just enough","Female","No","Neither parent attended college","black","black","No","No",NA,21,NA
"2936",7,7,"Some",NA,"Male","No","At least one parent attended college","white",NA,NA,"No","No",32,34
"2937",6,6,"Some","Some","Male","No","Neither parent attended college","black","black",NA,"No","No",22,21
"2938",NA,NA,NA,"Just enough","Male","No","Neither parent attended college","black","black",NA,"No",NA,20,NA
"2939",7,7,"Some","Some","Male","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",23,26
"2940",8,8,"Some",NA,"Female","No","At least one parent attended college","white","white",NA,"No","No",36,34
"2941",NA,8,"Some","Some","Female","No","At least one parent attended college","hispanic","black","Yes","No","No",21,21
"2942",6,2,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"No","No",19,22
"2943",NA,NA,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",28,32
"2944",4,NA,"Just enough","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",21,28
"2945",6,5,"Not enough","Just enough","Female","No","Neither parent attended college","white","white",NA,"No","No",25,25
"2946",8,8,"Some","Some","Male","No","At least one parent attended college","white","white",NA,"No","No",33,33
"2947",NA,NA,"Just enough","Not enough","Female","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",19,20
"2948",5,3,"Just enough","Just enough","Male","No","Neither parent attended college","white","white",NA,"No","No",20,19
"2949",8,8,"Not enough","Just enough","Female","No","At least one parent attended college",NA,NA,NA,"No","No",40,41
"2950",NA,NA,"Some","Some","Male","No","At least one parent attended college","black","black","Yes","No","No",23,25
"2951",7,NA,"Just enough",NA,"Male","No","Neither parent attended college","white","white",NA,"No","No",19,30
"2952",NA,4,NA,"Some","Female","No","Neither parent attended college","white","hispanic",NA,"No",NA,25,NA
"2953",6,7,"Some","Just enough","Male","No","At least one parent attended college","black","black",NA,"No","No",41,42
"2954",NA,2,"Some","Some","Male","No","Neither parent attended college","black","black","No","No","No",23,21
"2955",5,6,"Just enough","Just enough","Male","No","Neither parent attended college","black","black",NA,"No","No",28,25
"2956",NA,NA,"Just enough","Just enough","Male","No","At least one parent attended college",NA,"black",NA,"No","No",32,28
"2957",6,7,"Just enough","Some","Male","No","At least one parent attended college","black","black",NA,"No","No",22,28
"2958",6,NA,"Some","Not enough","Male","No","Neither parent attended college","hispanic","hispanic",NA,"No","No",22,23
"2959",5,5,"Some","Just enough","Female","No","At least one parent attended college","hispanic","hispanic",NA,"Yes","Yes",33,41
"2960",4,2,"Some","Just enough","Female","No","Neither parent attended college","black","black",NA,"No","No",25,25
"2961",5,NA,"Some","Some","Male","No","Neither parent attended college","black","black","Yes","No","No",23,23
