"idnum","cm1edu","cf1edu","cm1povca","cf1povca","povstatus","edustatus","f4b7a","m4b7a","child_attend_kindergarten"
"3077",1,1,1,3,"low-income","Neither parent attended college",-9,-6,NA
"3078",2,1,1,1,"low-income","Neither parent attended college",-6,2,"no"
"3079",2,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"3080",1,1,2,2,"low-income","Neither parent attended college",2,2,"no"
"3081",1,1,3,2,"low-income","Neither parent attended college",-6,-6,NA
"3082",1,1,4,4,"high-income","Neither parent attended college",1,2,"no"
"3083",1,2,1,3,"low-income","Neither parent attended college",-6,1,"yes"
"3084",1,3,1,1,"low-income","At least one parent attended college",-6,-6,NA
"3085",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3086",2,3,1,3,"low-income","At least one parent attended college",-6,2,"no"
"3087",2,1,1,2,"low-income","Neither parent attended college",-6,-6,NA
"3088",4,4,5,5,"high-income","At least one parent attended college",1,2,"no"
"3089",2,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3090",2,2,5,5,"high-income","Neither parent attended college",-6,-6,NA
"3091",2,2,2,5,"high-income","Neither parent attended college",-6,-6,NA
"3092",2,1,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"3093",1,3,2,1,"low-income","At least one parent attended college",-9,-6,NA
"3094",2,2,2,-9,"low-income","Neither parent attended college",-6,2,"no"
"3095",2,3,2,3,"low-income","At least one parent attended college",-6,-9,NA
"3096",2,2,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3097",2,2,2,2,"low-income","Neither parent attended college",2,2,"no"
"3098",1,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"3099",3,2,3,3,"low-income","At least one parent attended college",-9,-6,NA
"3100",3,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"3101",3,4,4,3,"high-income","At least one parent attended college",-6,-9,NA
"3102",1,2,3,3,"low-income","Neither parent attended college",-6,2,"no"
"3103",3,2,3,3,"low-income","At least one parent attended college",1,2,"no"
"3104",1,2,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"3105",4,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3106",3,-3,3,-9,"low-income","At least one parent attended college",-6,-6,NA
"3107",1,3,2,3,"low-income","At least one parent attended college",-6,-6,NA
"3108",4,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"3109",1,2,2,2,"low-income","Neither parent attended college",-6,2,"no"
"3110",1,2,5,3,"high-income","Neither parent attended college",2,2,"no"
"3111",2,2,2,5,"high-income","Neither parent attended college",-6,1,"yes"
"3112",3,2,4,3,"high-income","At least one parent attended college",-6,-6,NA
"3113",1,1,1,4,"high-income","Neither parent attended college",-6,-6,NA
"3114",2,1,5,5,"high-income","Neither parent attended college",-6,2,"no"
"3115",4,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"3116",4,4,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"3117",2,2,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"3118",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"3119",1,-3,1,-9,"low-income","Neither parent attended college",-6,2,"no"
"3120",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"3121",3,2,3,3,"low-income","At least one parent attended college",-6,2,"no"
"3122",3,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3123",2,1,2,-9,"low-income","Neither parent attended college",-6,-6,NA
"3124",2,2,4,4,"high-income","Neither parent attended college",-6,1,"yes"
"3125",3,2,4,4,"high-income","At least one parent attended college",-6,2,"no"
"3126",1,1,3,3,"low-income","Neither parent attended college",1,1,"yes"
"3127",1,1,1,2,"low-income","Neither parent attended college",-9,-6,NA
"3128",3,2,2,2,"low-income","At least one parent attended college",-6,-6,NA
"3129",1,1,4,4,"high-income","Neither parent attended college",-9,-9,NA
"3130",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"3131",3,2,5,5,"high-income","At least one parent attended college",-6,2,"no"
"3132",1,2,2,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3133",3,3,4,4,"high-income","At least one parent attended college",-6,-9,NA
"3134",3,3,1,-9,"low-income","At least one parent attended college",-9,-9,NA
"3135",2,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3136",1,3,4,4,"high-income","At least one parent attended college",-9,1,"yes"
"3137",2,2,2,-9,"low-income","Neither parent attended college",1,1,"yes"
"3138",2,2,1,2,"low-income","Neither parent attended college",-6,-6,NA
"3139",3,3,3,3,"low-income","At least one parent attended college",2,2,"no"
"3140",3,2,5,5,"high-income","At least one parent attended college",-6,-5,NA
"3141",1,1,1,3,"low-income","Neither parent attended college",-6,2,"no"
"3142",2,3,4,4,"high-income","At least one parent attended college",1,-6,"yes"
"3143",2,2,5,5,"high-income","Neither parent attended college",1,2,"no"
"3144",1,1,1,1,"low-income","Neither parent attended college",-6,-6,NA
"3145",3,3,3,3,"low-income","At least one parent attended college",1,1,"yes"
"3146",3,3,5,5,"high-income","At least one parent attended college",2,2,"no"
"3147",3,3,1,-9,"low-income","At least one parent attended college",1,1,"yes"
"3148",1,4,2,2,"low-income","At least one parent attended college",-9,2,"no"
"3149",4,2,3,5,"high-income","At least one parent attended college",1,-6,"yes"
"3150",1,2,2,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3151",4,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3152",3,2,5,5,"high-income","At least one parent attended college",-9,2,"no"
"3153",2,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3154",1,1,3,2,"low-income","Neither parent attended college",-6,2,"no"
"3155",2,1,3,4,"high-income","Neither parent attended college",-6,-6,NA
"3156",1,1,2,2,"low-income","Neither parent attended college",1,1,"yes"
"3157",1,3,1,5,"high-income","At least one parent attended college",-6,-6,NA
"3158",1,2,3,3,"low-income","Neither parent attended college",1,1,"yes"
"3159",3,4,5,5,"high-income","At least one parent attended college",1,-6,"yes"
"3160",3,2,4,5,"high-income","At least one parent attended college",-6,-6,NA
"3161",1,1,3,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3162",2,2,5,5,"high-income","Neither parent attended college",-6,1,"yes"
"3163",2,1,5,5,"high-income","Neither parent attended college",-6,2,"no"
"3164",1,-3,1,-9,"low-income","Neither parent attended college",-9,1,"yes"
"3165",2,2,4,5,"high-income","Neither parent attended college",-9,2,"no"
"3166",1,1,1,1,"low-income","Neither parent attended college",-9,-9,NA
"3167",2,2,1,5,"high-income","Neither parent attended college",-6,-5,NA
"3168",1,1,5,-9,"high-income","Neither parent attended college",-9,-9,NA
"3169",1,1,3,2,"low-income","Neither parent attended college",-9,-9,NA
"3170",3,3,5,5,"high-income","At least one parent attended college",-6,2,"no"
"3171",2,1,1,-9,"low-income","Neither parent attended college",1,-6,"yes"
"3172",1,-3,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"3173",3,2,2,3,"low-income","At least one parent attended college",-6,1,"yes"
"3174",2,2,3,-9,"low-income","Neither parent attended college",-6,-6,NA
"3175",1,1,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"3176",2,1,2,4,"high-income","Neither parent attended college",-6,-6,NA
"3177",1,1,2,2,"low-income","Neither parent attended college",-9,1,"yes"
"3178",1,1,1,1,"low-income","Neither parent attended college",1,1,"yes"
"3179",1,1,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"3180",1,1,3,-9,"low-income","Neither parent attended college",-9,-6,NA
"3181",2,3,3,3,"low-income","At least one parent attended college",-6,-5,NA
"3182",1,1,2,2,"low-income","Neither parent attended college",-9,-9,NA
"3183",2,2,1,1,"low-income","Neither parent attended college",-6,-6,NA
"3184",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3185",1,1,4,5,"high-income","Neither parent attended college",-6,-5,NA
"3186",2,2,5,-9,"high-income","Neither parent attended college",-9,-6,NA
"3187",4,4,5,-9,"high-income","At least one parent attended college",-6,-6,NA
"3188",2,3,3,3,"low-income","At least one parent attended college",-6,-9,NA
"3189",1,1,1,5,"high-income","Neither parent attended college",-6,1,"yes"
"3190",4,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3191",1,-3,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"3192",3,3,3,4,"high-income","At least one parent attended college",-9,-6,NA
"3193",2,2,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"3194",1,1,2,2,"low-income","Neither parent attended college",-9,1,"yes"
"3195",4,4,4,-9,"high-income","At least one parent attended college",-9,-6,NA
"3196",2,1,1,1,"low-income","Neither parent attended college",2,2,"no"
"3197",1,1,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3198",2,3,3,3,"low-income","At least one parent attended college",-6,-6,NA
"3199",3,2,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3200",2,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"3201",4,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3202",1,1,5,5,"high-income","Neither parent attended college",-6,-9,NA
"3203",1,2,4,-9,"high-income","Neither parent attended college",-9,-9,NA
"3204",2,1,1,2,"low-income","Neither parent attended college",-6,-5,NA
"3205",3,2,5,-9,"high-income","At least one parent attended college",-9,-6,NA
"3206",3,4,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3207",3,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"3208",2,3,2,3,"low-income","At least one parent attended college",2,1,"no"
"3209",2,1,1,1,"low-income","Neither parent attended college",-9,2,"no"
"3210",3,2,2,2,"low-income","At least one parent attended college",-6,-6,NA
"3211",2,3,4,5,"high-income","At least one parent attended college",-6,-6,NA
"3212",2,1,4,2,"high-income","Neither parent attended college",-9,-6,NA
"3213",1,1,1,5,"high-income","Neither parent attended college",-6,-5,NA
"3214",1,1,1,3,"low-income","Neither parent attended college",-6,-6,NA
"3215",1,2,3,3,"low-income","Neither parent attended college",-6,-9,NA
"3216",2,1,4,4,"high-income","Neither parent attended college",-6,2,"no"
"3217",1,2,3,3,"low-income","Neither parent attended college",-6,-6,NA
"3218",2,2,3,3,"low-income","Neither parent attended college",-6,2,"no"
"3219",1,2,2,5,"high-income","Neither parent attended college",-6,-6,NA
"3220",3,4,5,5,"high-income","At least one parent attended college",1,2,"no"
"3221",1,1,3,-9,"low-income","Neither parent attended college",-6,-9,NA
"3222",2,2,4,4,"high-income","Neither parent attended college",-9,1,"yes"
"3223",2,2,4,-9,"high-income","Neither parent attended college",-9,1,"yes"
"3224",1,3,2,2,"low-income","At least one parent attended college",-6,-5,NA
"3225",1,-3,3,-9,"low-income","Neither parent attended college",-9,-9,NA
"3226",1,2,2,2,"low-income","Neither parent attended college",2,2,"no"
"3227",2,1,3,2,"low-income","Neither parent attended college",-6,2,"no"
"3228",4,4,4,4,"high-income","At least one parent attended college",1,-6,"yes"
"3229",2,2,5,5,"high-income","Neither parent attended college",1,1,"yes"
"3230",2,1,2,-9,"low-income","Neither parent attended college",-9,-9,NA
"3231",1,3,3,2,"low-income","At least one parent attended college",-6,2,"no"
"3232",1,1,1,1,"low-income","Neither parent attended college",-6,2,"no"
"3233",2,1,4,5,"high-income","Neither parent attended college",-6,-9,NA
"3234",1,1,3,3,"low-income","Neither parent attended college",-9,-6,NA
"3235",4,3,5,5,"high-income","At least one parent attended college",-6,-9,NA
"3236",3,4,5,5,"high-income","At least one parent attended college",-9,1,"yes"
"3237",3,3,3,3,"low-income","At least one parent attended college",1,1,"yes"
"3238",2,2,1,2,"low-income","Neither parent attended college",-9,1,"yes"
"3239",1,1,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"3240",2,2,2,5,"high-income","Neither parent attended college",-9,2,"no"
"3241",2,1,1,3,"low-income","Neither parent attended college",-6,-6,NA
"3242",1,1,1,5,"high-income","Neither parent attended college",-9,-9,NA
"3243",1,1,1,-9,"low-income","Neither parent attended college",-6,2,"no"
"3244",1,2,1,1,"low-income","Neither parent attended college",-9,-6,NA
"3245",1,2,5,5,"high-income","Neither parent attended college",1,2,"no"
"3246",4,4,5,5,"high-income","At least one parent attended college",2,2,"no"
"3247",3,1,2,2,"low-income","At least one parent attended college",-6,2,"no"
"3248",1,1,2,4,"high-income","Neither parent attended college",-9,-9,NA
"3249",2,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3250",2,1,3,3,"low-income","Neither parent attended college",-9,-9,NA
"3251",1,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3252",1,1,1,-9,"low-income","Neither parent attended college",-9,-9,NA
"3253",1,-3,2,-9,"low-income","Neither parent attended college",-6,1,"yes"
"3254",2,-3,3,-9,"low-income","Neither parent attended college",-6,2,"no"
"3255",1,1,1,-9,"low-income","Neither parent attended college",-9,2,"no"
"3256",4,2,5,5,"high-income","At least one parent attended college",-6,1,"yes"
"3257",1,2,5,5,"high-income","Neither parent attended college",-9,1,"yes"
"3258",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3259",3,3,3,5,"high-income","At least one parent attended college",-9,1,"yes"
"3260",2,3,3,3,"low-income","At least one parent attended college",-6,2,"no"
"3261",3,3,5,5,"high-income","At least one parent attended college",-9,-9,NA
"3262",4,4,5,5,"high-income","At least one parent attended college",-9,-9,NA
"3263",3,3,1,1,"low-income","At least one parent attended college",-6,1,"yes"
"3264",1,-3,3,-9,"low-income","Neither parent attended college",2,2,"no"
"3265",2,1,3,3,"low-income","Neither parent attended college",-6,-6,NA
"3266",2,1,2,2,"low-income","Neither parent attended college",2,2,"no"
"3267",4,4,5,-9,"high-income","At least one parent attended college",-9,-9,NA
"3268",3,3,4,4,"high-income","At least one parent attended college",-6,-6,NA
"3269",2,3,5,5,"high-income","At least one parent attended college",1,1,"yes"
"3270",2,3,4,4,"high-income","At least one parent attended college",2,2,"no"
"3271",4,4,5,5,"high-income","At least one parent attended college",1,2,"no"
"3272",3,3,5,5,"high-income","At least one parent attended college",-6,-6,NA
"3273",4,4,5,-9,"high-income","At least one parent attended college",-9,-9,NA
"3274",2,2,2,2,"low-income","Neither parent attended college",2,2,"no"
"3275",2,2,2,5,"high-income","Neither parent attended college",-9,-9,NA
"3276",3,1,4,3,"high-income","At least one parent attended college",1,1,"yes"
"3277",2,2,2,2,"low-income","Neither parent attended college",-9,-9,NA
"3278",2,2,2,-9,"low-income","Neither parent attended college",-6,2,"no"
"3279",1,2,3,4,"high-income","Neither parent attended college",-6,-6,NA
"3280",1,2,3,3,"low-income","Neither parent attended college",2,-6,"no"
"3281",1,1,2,-9,"low-income","Neither parent attended college",1,2,"no"
"3282",1,2,2,2,"low-income","Neither parent attended college",-6,-6,NA
"3283",1,1,1,1,"low-income","Neither parent attended college",-6,1,"yes"
"3284",3,2,1,1,"low-income","At least one parent attended college",-9,-9,NA
"3285",2,2,1,5,"high-income","Neither parent attended college",-6,-6,NA
"3286",1,-3,1,-9,"low-income","Neither parent attended college",-9,-6,NA
"3287",2,-3,2,-9,"low-income","Neither parent attended college",-9,-9,NA
